评估资产,文化程度,人均工资,月末合计,货币资金,应收票据,存货,固定资产,总资产,借款,应付票据,应交税金,实收资本,负债及权益,应收帐款,预付账款,应付账款,收入,成本税金,期间费用,外收净额,所得税,净利润,毛利率,净利率,个人保证,企业保证,房产抵押,知识产权质押,应收账款质押,营运资金,净资产,资产负债率,流动比率,速动比率,长期资产适宜率,齿轮比率,年营业收入,销售利润率,净资产回报率,利息保障倍数,净资产增长率,销售收入增长率,利润增长率,利润增长额,报告编号
1.0,4.0,9640.0,57.0,171.0,111.0,2061.0,44.0,6936.0,1395.0,320.0,-70.0,1500.0,6936.0,3439.0,595.0,2314.0,13684.0,11657.0,1698.0,-14.0,3.0,312.0,0.15,0.02,1.0,0.0,1.0,0.0,0.0,2433.0,2561.0,0.63,1.56,1.09,20.01,0.67,13684.0,0.02,0.13,3.32,0.14,0.24,1.28,175.0,252642201
0.0,4.0,13328.0,810.0,825.0,0.0,403.0,306.0,7750.0,385.0,0.0,467.0,1347.0,7750.0,3898.0,361.0,2906.0,11057.0,9635.0,3066.0,-17.0,0.0,-1468.0,0.13,-0.13,1.0,0.0,0.0,0.8462543190414205,0.0,3440.0,3841.0,0.5,1.88,1.78,12.56,0.1,11057.0,-0.13,-0.57,-58.72,1.92,0.04,-0.16,-199.0,255232201
1.0,1.5,9895.027583624564,6635.0,13563.0,0.0,1604.0,2438.0,30795.0,13200.551692048537,0.0,-2148.0,4200.0,30795.0,374.0,140.0,2702.0,42251.0,9950.0,34648.0,192.0,0.0,-2156.0,0.76,-0.05,1.0,1.0,0.0,0.0,0.0,11520.0,7117.0,0.76,2.35,2.16,9.13,2.54,42251.0,-0.05,-0.26,-5.89,-0.23,0.82,0.33,1071.0,255402201
0.0,6.0,8656.0,1005.0,2396.0,31.0,1871.0,1530.0,12200.0,2104.0,366.0,205.0,1322.0,12200.0,5591.0,0.0,974.0,13707.0,9269.0,2175.0,-45.0,21.0,2358.0,0.33,0.17,1.0,0.0,0.0,0.0,1.0,6172.0,8222.0,0.32,2.6,2.11,5.43,0.3,13707.0,0.17,0.39,19.43,1.28,0.33,3.25,1803.0,255792202
1.0,6.0,17300.0,3811.0,1458.0,268.0,21989.0,841.0,45456.0,2942.0,3511.0,427.0,8000.0,45456.0,11619.0,1597.0,8579.0,35727.0,16154.0,10215.0,-16.0,676.0,9493.0,0.55,0.27,1.0,1.0,0.0,0.0,0.0,29313.0,25795.0,0.55,2.1,0.91,31.27,0.63,35727.0,0.27,0.4,33.05,0.31,0.69,0.22,1710.0,256232201
1.0,4.0,9333.0,478.0,734.0,24.0,4056.0,64.0,8532.0,2446.0,0.0,-145.0,500.0,8532.0,2701.0,0.0,1716.0,11792.0,6892.0,1705.0,108.0,386.0,2919.0,0.42,0.25,1.0,0.0,1.0,0.0,0.0,5108.0,5209.0,0.42,2.38,1.38,73.73,0.4,15550.0,0.24,1.1,37.86,2.6,1.14,5.63,3114.0,256342103
0.0,3.0,10087.0,404.0,375.0,0.0,39.0,67.0,16801.0,0.0,0.0,565.0,1353.0,16801.0,11557.0,533.0,3293.0,9358.0,6865.0,1429.0,4.0,0.0,1085.0,0.27,0.12,1.0,1.0,0.0,0.0,0.0,-720.0,-1365.0,1.04,0.95,0.95,23.19,0.0,9358.0,0.12,-1.06,5.35,-0.57,2.97,1.61,2863.0,256412201
1.0,6.0,12288.0,1820.0,3460.0,346.0,186.0,1083.0,7352.0,0.0,0.0,-421.0,1592.0,7352.0,1006.0,478.0,10.0,2391.0,1873.0,4511.0,9.0,0.0,-3967.0,0.22,0.0,1.0,1.0,0.0,0.0,0.0,2765.0,4339.0,0.41,2.0,1.93,2.72,0.0,2391.0,-1.66,-0.97,-723.82,0.12,10.37,-0.18,-607.0,256742103
1.0,4.0,6733.0,1282.0,646.0,0.0,0.0,1.0,4854.0,1210.0,0.0,-425.0,0.0,4854.0,1763.0,1962.0,2.0,32169.0,31217.0,544.0,24.0,11.0,423.0,0.03,0.01,1.0,0.0,0.0,0.0,0.0,2219.0,1219.0,0.75,1.84,1.84,2906.2,0.99,32169.0,0.01,0.43,30.98,0.59,1.45,0.04,16.0,256782101
0.0,4.0,14900.0,1209.0,998.0,5.0,1036.0,36.0,4349.0,837.0,0.0,9.0,138.0,4349.0,612.0,173.0,316.0,994.0,771.0,481.0,3.0,0.0,-254.0,0.23,-0.26,1.0,0.0,0.0,0.0,0.0,1578.0,1676.0,0.38,1.95,1.33,73.57,0.31,994.0,-0.26,-0.19,-31.82,0.0,0.0,0.0,-254.0,257102102
1.0,4.0,9895.027583624564,1823.0,1718.0,3141.204942682837,8273.0,307.0,30788.0,501.0,2113.0,200.0,5160.0,30788.0,9416.0,166.0,2973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,18993.0,20183.0,0.34,3.03,2.14,35.71,0.15,27883.0,0.11,0.16,19.97,0.14,0.13,-0.31,-1317.0,257192301
1.0,2.0,9262.0,741.0,756.0,0.0,1472.0,962.0,10067.0,520.0,0.0,122.0,1435.0,10067.0,4931.0,10.0,2642.0,8083.0,5643.0,2457.0,296.0,0.0,334.0,0.3,0.04,1.0,1.0,0.0,0.8462543190414205,0.0,4137.0,5226.0,0.48,1.86,1.55,5.05,0.1,8083.0,0.04,0.06,4.72,0.01,0.9,-0.45,-272.0,257272101
0.0,4.0,10000.0,483.0,236.0,10.0,3210.0,79.0,5531.0,65.0,0.0,11.0,983.0,5531.0,1736.0,106.0,1676.0,2972.0,2269.0,617.0,-6.0,0.0,80.0,0.24,0.03,1.0,1.0,0.0,0.0,0.0,2774.0,2994.0,0.46,2.09,0.83,23.28,0.02,2972.0,0.03,0.03,30.27,0.07,0.87,2.5,134.0,258092101
0.0,4.0,9298.0,57.0,103.0,0.0,0.0,37.0,808.0,228.0,0.0,-2.0,300.0,808.0,563.0,18.0,0.0,87.0,70.0,270.0,9.0,0.0,-244.0,0.21,-2.82,1.0,0.0,0.0,0.0,1.0,171.0,224.0,0.69,1.31,1.31,6.84,0.9,87.0,-2.82,-0.95,-100.56,-0.03,0.03,-0.95,-119.0,258122101
1.0,4.0,11658.0,1482.0,760.0,0.0,2665.0,439.0,7593.0,0.0,0.0,65.0,1354.0,7593.0,2227.0,1239.0,1802.0,2256.0,1504.0,1540.0,34.0,0.0,-799.0,0.33,-0.35,1.0,0.0,0.0,0.0,0.0,4139.0,4675.0,0.31,2.76,1.63,11.92,0.0,2256.0,-0.35,-0.21,-1731.21,1.06,0.4,-0.56,-288.0,258262102
0.0,5.0,16487.0,9302.0,10509.0,0.0,0.0,57.0,12928.0,0.0,0.0,-35.0,209.0,12928.0,243.0,73.0,-63.0,384.0,127.0,2212.0,0.0,0.0,-1967.0,0.67,-5.12,1.0,0.0,0.0,0.0,0.0,10793.0,10874.0,0.03,31.49,31.49,221.93,0.0,384.0,-5.12,-0.26,-65.19,4.28,0.94,-1.88,-1284.0,259052102
1.0,4.0,9443.0,1839.0,1028.0,325.0,1465.0,89.0,5885.0,1605.0,0.0,2.0,550.0,5885.0,726.0,92.0,829.0,6027.0,3589.0,1757.0,3.0,0.0,1043.0,0.41,0.17,1.0,0.0,0.0,0.0,0.0,2968.0,3057.0,0.48,2.05,1.53,34.39,0.53,6027.0,0.17,0.35,27.35,0.04,0.24,0.37,284.0,259632201
0.0,4.0,8000.0,200.0,262.0,6.0,190.0,20.0,3327.0,1104.0,20.0,25.0,501.0,3327.0,2394.0,305.0,447.0,4223.0,3412.0,631.0,0.0,0.0,180.0,0.19,0.04,1.0,0.0,0.0,0.0,0.0,1626.0,1646.0,0.59,1.69,1.61,80.81,0.68,4223.0,0.04,0.12,6.11,0.31,0.21,0.34,45.0,260502101
1.0,3.0,8197.4,543.0,790.0,0.0,2420.0,2069.0,5611.0,970.0,0.0,-30.0,1000.0,5611.0,66.0,11.0,2918.0,12866.0,10743.0,1713.0,41.0,1.0,449.0,0.17,0.03,1.0,0.0,0.0,0.0,0.0,1147.0,1655.0,0.7,1.48,0.47,1.56,0.58,12866.0,0.03,0.31,5.65,0.37,1.67,3.44,348.0,260542101
1.0,4.0,6353.0,480.0,351.0,32.0,878.0,0.0,10081.0,2090.0,0.0,12.0,5233.0,10081.0,1528.0,0.0,1233.0,9994.0,8586.0,492.0,132.0,5.0,1043.0,0.15,0.1,1.0,1.0,1.0,0.0,0.0,2193.0,6276.0,0.38,2.45,1.87,1.38,0.36,9994.0,0.1,0.2,10.26,0.47,0.12,0.4,299.0,260982101
1.0,4.0,9089.0,424.0,133.0,0.0,125.0,243.0,3009.0,328.0,0.0,15.0,480.0,3009.0,1589.0,187.0,920.0,1608.0,1218.0,236.0,0.0,0.0,153.0,0.24,0.1,1.0,0.0,1.0,0.0,0.0,1301.0,1666.0,0.33,2.6,2.45,5.68,0.2,1608.0,0.1,0.1,5.21,0.18,4.61,1.89,326.0,261722101
0.0,3.0,8855.0,1655.0,2338.0,0.0,1243.0,181.0,5666.0,460.0,1756.0,-74.0,700.0,5666.0,1430.0,77.0,1849.0,8229.0,6522.0,1698.0,33.0,5.0,185.0,0.21,0.02,1.0,0.0,0.0,0.0,0.0,892.0,1221.0,0.77,1.2,0.92,7.18,1.71,8229.0,0.02,0.15,3.31,0.07,0.58,-0.41,-128.0,261942201
0.0,3.0,11189.76,541.0,270.0,460.0,1595.0,113.0,5093.0,405.0,0.0,33.0,550.0,5093.0,2083.0,3.0,187.0,3786.0,2874.0,969.0,15.0,0.0,-10.0,0.24,0.0,1.0,0.0,0.0,0.0,0.0,3676.0,4292.0,0.16,5.59,3.6,7.9,0.09,3786.0,0.0,0.0,0.23,5.72,0.15,-1.04,-274.0,263152101
1.0,3.0,10998.0,4024.0,1940.0,3141.204942682837,9649.0,292.0,21377.0,1820.0,0.0,98.0,100.0,21377.0,2129.0,551.0,2705.0,33903.0,27103.0,4686.0,8.0,161.0,1961.0,0.2,0.06,1.0,0.0,1.0,0.8462543190414205,0.0,14743.0,15541.0,0.27,3.53,1.87,18.35,0.12,33903.0,0.06,0.13,24.32,0.14,0.21,0.0,4.0,263382201
1.0,5.0,12956.0,3948.0,3891.0,185.0,0.0,6737.0,37958.0,4375.0,0.0,252.0,3300.0,37958.0,15971.0,7370.0,5767.0,95340.0,91194.0,2399.0,1.0,231.0,1993.0,0.04,0.02,1.0,1.0,0.0,0.0,0.0,12145.0,18954.0,0.54,1.55,1.55,2.9,0.25,156115.0,0.02,0.29,873.73,0.0,0.0,0.0,2743.0,263422201
1.0,6.0,9671.0,924.0,1885.0,0.0,3733.0,1028.0,8474.0,1302.0,0.0,-42.0,500.0,8474.0,715.0,9.0,1050.0,10378.0,5511.0,2580.0,65.0,5.0,2532.0,0.47,0.24,1.0,0.0,0.0,0.0,0.0,5110.0,5945.0,0.3,3.24,1.6,6.05,0.22,10378.0,0.24,0.48,33.02,0.3,0.15,-0.12,-335.0,263542201
0.0,3.0,13448.0,2039.0,3.0,0.0,0.0,117.0,7693.0,1030.0,0.0,159.0,1000.0,7693.0,744.0,7.0,0.0,8943.0,301.0,6639.0,143.0,0.0,2149.0,0.97,0.24,1.0,0.0,0.0,0.0,0.0,5577.0,5785.0,0.25,3.92,3.92,27.73,0.18,8943.0,0.24,0.53,85.14,1.57,0.11,0.87,1000.0,263732101
1.0,4.0,11354.0,4858.0,5698.0,631.0,2533.0,2942.0,24009.0,6820.0,0.0,262.0,250.0,24009.0,8530.0,86.0,1889.0,33700.0,28065.0,3058.0,54.0,255.0,2375.0,0.17,0.07,1.0,1.0,0.0,0.0,0.0,9864.0,14906.0,0.38,2.09,1.81,5.24,0.46,33700.0,0.07,0.17,8.16,0.19,0.65,0.55,839.0,263742201
0.0,4.0,16885.0,1094.0,1228.0,0.0,58.0,179.0,4375.0,1059.0,0.0,-1.0,1457.0,4375.0,1416.0,610.0,156.0,5329.0,2973.0,1806.0,224.0,0.0,780.0,0.44,0.15,1.0,0.0,0.0,0.0,1.0,2744.0,2973.0,0.32,2.96,2.92,16.61,0.36,5329.0,0.15,0.3,16.35,0.36,0.23,1.95,515.0,263752201
0.0,3.0,19659.06,1907.0,1882.0,0.0,61.0,4.0,2656.0,21.0,0.0,-24.0,608.0,2656.0,466.0,214.0,0.0,1745.0,1554.0,883.0,27.0,0.0,-665.0,0.11,-0.38,1.0,0.0,0.0,0.0,0.0,2199.0,2204.0,0.28,3.58,3.5,447.28,0.35,3139.0,-0.32,-0.54,0.0,0.44,-0.04,-1.11,-526.0,263932101
1.0,6.0,8104.0,3885.0,4455.0,0.0,2142.0,622.0,8473.0,1056.0,0.0,-92.0,731.0,8473.0,664.0,191.0,647.0,3006.0,2205.0,1109.0,-3.0,0.0,293.0,0.27,0.1,1.0,0.0,0.0,0.0,0.0,5737.0,6661.0,0.21,4.21,3.01,10.74,0.16,3006.0,0.1,0.07,0.0,2.53,0.46,-0.17,-58.0,263962101
1.0,4.0,13527.0,1588.0,2686.0,0.0,0.0,36.0,3818.0,1166.0,0.0,-68.0,350.0,3818.0,423.0,252.0,287.0,4637.0,3439.0,810.0,110.0,20.0,509.0,0.26,0.11,1.0,1.0,1.0,0.0,0.0,2210.0,2346.0,0.39,2.5,2.5,17.22,0.5,4637.0,0.11,0.25,10.55,0.3,-0.6,0.01,4.0,264232201
1.0,4.0,18556.0,3631.0,3748.0,0.0,668.0,55.0,9590.0,625.0,0.0,-413.0,131.0,9590.0,2793.0,313.0,42.0,7749.0,4986.0,2321.0,128.0,14.0,556.0,0.36,0.07,1.0,1.0,0.0,0.0,0.0,8115.0,7962.0,0.17,22.24,20.49,146.14,0.08,7749.0,0.07,0.09,26.56,0.8,0.87,2.59,905.0,264712201
0.0,3.0,7759.0,357.0,426.0,0.0,0.0,106.0,14572.0,629.0,0.0,75.0,167.0,14572.0,4397.0,805.0,943.0,5307.0,734.0,2661.0,38.0,0.0,1956.0,0.86,0.37,1.0,1.0,0.0,0.0,0.0,4343.0,9064.0,0.37,1.84,1.84,9.61,0.07,5307.0,0.37,0.33,0.0,2.41,0.2,0.16,274.0,265722102
1.0,6.0,18000.0,1223.0,1451.0,9.0,1406.0,193.0,8485.0,470.0,0.0,-325.0,1075.0,8485.0,1389.0,333.0,1796.0,3219.0,1707.0,996.0,31.0,0.0,547.0,0.4697,0.1699,1.0,1.0,0.0,0.0,0.0,2070.0,2353.0,35.55,1.69,1.22,28.41,8.59,3219.0,16.99,12.137346039906747,11.06,0.0,0.0,0.0,547.0,265922101
0.0,3.0,6119.0,253.0,1043.0,0.0,1180.0,257.0,3641.0,300.0,343.0,61.0,180.0,3641.0,952.0,49.0,715.0,5021.0,3861.0,842.0,16.0,2.0,530.0,0.23,0.11,1.0,0.0,0.0,0.0,1.0,1423.0,1733.0,0.52,1.75,1.13,6.75,0.37,5021.0,0.11,0.3,239.93,-0.05,-0.27,-0.62,-857.0,265962101
1.0,4.0,10051.46,386.0,806.0,3141.204942682837,2937.0,1008.0,16725.0,919.0,0.0,29.0,3500.0,16725.0,6923.0,0.0,4389.0,8640.0,4966.0,1098.0,0.0,42.0,2538.0,0.43,0.29,1.0,0.0,0.0,0.0,0.0,9001.0,8775.0,0.47,2.55,2.04,4.79,0.1,8640.0,0.29,0.37,61.09,0.8,1.67,8.99,2855.0,266052103
1.0,5.0,25869.0,540.0,787.0,0.0,0.0,270.0,13498.0,970.0,0.0,109.0,7444.0,13498.0,879.0,7.0,11.0,5360.0,20.0,5315.0,114.0,0.0,140.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,-116.0,5229.0,0.14,0.94,0.94,2.3,0.08,5360.0,0.03,0.01,3.48,0.01,0.26,-0.26,-50.0,266232202
1.0,3.0,7401.0,2269.0,2662.0,119.0,16028.0,988.0,28427.0,1620.0,0.0,6.0,1332.0,28427.0,5799.0,0.0,3774.0,0.0,0.0,34.0,0.0,0.0,-34.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2587.0,3196.0,0.82,1.18,1.14,5.25,0.51,26230.0,0.01,0.08,11.58,1.02,1.57,0.76,84.0,266392103
0.0,5.0,10257.0,127.0,507.0,0.0,492.0,354.0,2943.0,708.0,0.0,28.0,675.0,2943.0,722.0,255.0,302.0,5001.0,2641.0,2237.0,73.0,0.0,195.0,0.48,0.04,1.0,0.0,0.0,0.0,0.0,732.0,1208.0,0.55,1.45,1.15,3.74,0.54,5001.0,0.04,0.16,3.55,0.15,0.74,2.02,131.0,266402201
1.0,5.0,8485.0,1076.0,954.0,0.0,0.0,112.0,2116.0,280.0,0.0,13.0,800.0,2116.0,594.0,40.0,78.0,3194.0,1839.0,1118.0,-94.0,17.0,134.0,0.43,0.04,1.0,0.0,0.0,0.0,0.0,1471.0,1587.0,0.25,3.78,3.78,14.15,0.18,3194.0,0.04,0.09,11.1,0.09,0.03,-0.39,-84.0,266722201
0.0,2.0,10105.0,195.0,784.0,0.0,26.0,51.0,2130.0,500.0,0.0,38.0,0.0,2130.0,473.0,149.0,131.0,2961.0,1736.0,846.0,140.0,12.0,507.0,0.42,0.17,1.0,0.0,0.0,0.0,0.0,766.0,822.0,0.61,1.59,1.57,16.1,0.61,2961.0,0.17,0.89,43.53,1.61,1.01,1.49,303.0,266842201
1.0,4.0,17206.335868518705,1926.0,5440.0,385.0,14717.0,163.0,47104.0,5084.0,0.0,213.0,9300.0,47104.0,5052.0,7011.295489359003,11871.0,70321.0,62356.0,3209.0,63.0,1395.0,3424.0,0.11,0.05,1.0,0.0,0.0,0.0,0.0,19172.0,18284.0,0.61,1.71,1.17,23.72,0.28,70321.0,0.05,0.25,12.21,1.11,1.79,0.84,1561.0,267032101
0.0,4.0,17625.0,1199.0,692.0,215.0,3353.0,582.0,16139.0,1260.0,0.0,100.0,5611.0,16139.0,6496.0,2171.0,1443.0,9000.0,4639.0,3489.0,55.0,0.0,1408.0,0.49,0.16,1.0,0.0,0.0,0.0,1.0,10431.0,12662.0,0.22,4.25,3.21,21.75,0.12,9000.0,0.16,0.16,86.36,1.81,0.57,3.32,1082.0,267342101
0.0,4.0,9963.0,364.0,274.0,0.0,1559.0,13.0,3892.0,1205.0,0.0,22.0,200.0,3892.0,1323.0,606.0,897.0,5450.0,4564.0,310.0,0.0,0.0,576.0,0.16,0.11,1.0,0.0,0.0,0.0,0.0,2048.0,1150.0,0.77,1.7,1.14,156.88,1.05,5450.0,0.11,0.62,15.83,0.61,9.26,9.98,523.0,267372101
0.0,3.0,6688.0,1483.0,1174.0,0.0,3074.0,45.0,5421.0,300.0,0.0,-19.0,50.0,5421.0,292.0,131.0,1817.0,2601.0,1972.0,595.0,18.0,0.0,52.0,0.25,0.02,1.0,0.0,0.0,0.0,0.0,2382.0,2628.0,0.51,1.86,0.75,12.5,0.11,2601.0,0.02,0.02,27.94,-0.06,0.69,2.24,94.0,268112102
1.0,4.0,9456.5,2571.0,2023.0,0.0,0.0,3660.0,14334.0,2538.0,0.0,41.0,1810.0,14334.0,846.0,388.0,68.0,9556.0,3785.0,4387.0,155.0,0.0,1538.0,0.63,0.16,1.0,0.0,1.0,0.0,0.0,4281.0,10868.0,0.24,3.48,3.48,1.65,0.23,9556.0,0.16,0.15,11.28,0.16,0.18,0.1,139.0,268222201
0.0,4.0,10975.0,1008.0,892.0,0.0,349.0,1722.0,3780.0,890.0,0.0,-38.0,117.0,3780.0,35.0,409.0,641.0,945.0,678.0,643.0,9.0,0.0,-367.0,0.29,-0.39,1.0,0.0,0.0,0.0,0.0,-1416.0,382.0,0.9,0.58,0.48,0.22,2.33,945.0,-0.39,-3.09,-20.53,-3.65,0.71,0.18,83.0,268382101
0.0,6.0,15862.0,2835.0,3183.0,0.0,60.0,27.0,3334.0,0.0,0.0,-57.0,331.0,3334.0,0.0,15.0,0.0,15.0,3.0,619.0,67.0,0.0,-541.0,0.8,-36.24,1.0,0.0,0.0,0.0,0.0,3364.0,3301.0,0.01,36.28744866943947,34.00258073843389,120.65,0.0,15.0,-36.24,-0.29,0.0,6.81,0.16,-1.54,-328.0,268612102
1.0,5.0,8195.0,5283.0,3202.0,503.0,11423.0,281.0,38043.0,2940.0,1970.0,226.0,1000.0,38043.0,9136.0,6136.0,9799.0,32794.0,24642.0,3805.0,87.0,428.0,4006.0,0.25,0.12,1.0,0.0,0.0,0.8462543190414205,0.0,21290.0,22216.0,0.42,2.35,1.62,24.0,0.22,32794.0,0.12,0.2,24.44,0.21,0.1,-0.12,-549.0,268812301
1.0,3.0,7104.0,941.0,1089.0,0.0,3529.0,1646.0,9382.0,4305.0,730.0,-107.0,1400.0,9382.0,572.0,93.0,2199.0,13266.0,11086.0,2027.0,65.0,5.0,215.0,0.17,0.02,1.0,1.0,0.0,0.0,0.0,-179.0,2180.0,0.77,0.98,0.48,0.99,2.3,13266.0,0.02,0.11,2.38,0.24,0.35,-0.39,-135.0,269202202
1.0,4.0,8317.0,205.0,395.0,224.0,5209.0,119.0,17119.0,868.0,0.0,-1024.0,2000.0,17119.0,7688.0,860.0,11160.0,19842.0,18064.0,1114.0,0.0,53.0,611.0,0.09,0.03,1.0,0.0,0.0,0.0,0.0,4270.0,4529.0,0.75,1.32,0.93,37.93,0.19,19842.0,0.03,0.16,18.02,0.49,1.09,9.97,555.0,269892101
0.0,4.0,9895.027583624564,653.0,7873.0,0.0,137.0,135.0,19617.0,1974.0,0.0,61.0,1242.0,19617.0,8184.0,974.0,14407.0,20451.0,18700.0,6222.0,-29.0,0.0,-4436.0,0.0862,-0.2169,1.0,0.0,0.0,0.0,0.0,386.0,1815.0,0.9075,1.02,0.96,13.44,1.09,20451.0,-0.2169,-2.4443,-139.14,-3.1985,0.5339,1.3611,-2583.0,270052201
0.0,4.0,6580.0,316.0,160.0,258.0,1274.0,3306.0,7671.0,743.0,201.0,118.0,3000.0,7671.0,2135.0,220.0,1258.0,4820.0,3237.0,1677.0,40.0,-2.0,221.0,0.33,0.05,1.0,0.0,0.0,0.0,1.0,1066.0,4184.0,0.45,1.34,0.93,1.55,0.28,4820.0,0.05,0.05,3.47,0.05,0.01,0.06,13.0,270192201
1.0,6.0,17609.0,505.0,1350.0,0.0,435.0,33.0,7714.0,490.0,0.0,-82.0,3000.0,7714.0,2670.0,62.0,-12.0,310.0,271.0,938.0,0.0,0.0,-830.0,0.13,-2.68,1.0,1.0,0.0,0.0,0.0,497.0,599.0,0.43,1.77,1.1,10.44,0.56,310.0,-2.68,-0.93,-155.42,-0.05,-0.23,-1.23,-458.0,270472101
1.0,4.0,12562.0,478.0,283.0,20.0,3016.0,92.0,5963.0,1450.0,0.0,34.0,1500.0,5963.0,1495.0,546.0,1126.0,3080.0,1445.0,1868.0,10.0,-106.0,-47.0,0.54,-0.02,1.0,1.0,0.0,0.0,0.0,1419.0,1212.0,0.8,1.36,0.6,6.75,1.19,3080.0,-0.02,-0.06,-0.69,3.56,1.58,0.86,293.0,270582301
1.0,3.0,16510.0,2496.0,3161.0,0.0,4516.0,624.0,13898.0,1530.0,1782.0,-38.0,1108.0,13898.0,1907.0,934.0,0.0,4695.0,1416.0,3167.0,0.0,0.0,112.0,0.7,0.02,1.0,0.0,0.0,0.0,0.0,9631.0,10429.0,0.24,3.83,2.35,16.83,0.32,4695.0,0.02,0.01,0.0,0.36,-0.32,-0.85,-616.0,270852101
1.0,6.0,16024.0,9521.917137054188,20520.85630846215,0.0,6760.0,591.0,53167.0,1692.0,3706.0,90.0,6919.0,53167.0,6640.0,6845.0,2851.0,4873.0,2276.0,5835.0,3.0,0.0,-2906.0,0.54,-0.6,1.0,0.0,0.0,0.0,0.0,38742.0,40498.0,0.24,4.08,3.55,51.53,0.13,4873.0,-0.6,-0.14,0.0,0.0,0.0,0.0,-2906.0,271112101
1.0,5.0,10298.0,2028.0,2882.0,0.0,1859.0,243.0,6019.0,560.0,0.0,-24.0,1086.0,6019.0,973.0,0.0,715.0,3945.0,2459.0,1471.0,0.0,0.0,7.0,0.38,0.0,1.0,0.0,0.0,0.8462543190414205,0.0,3406.0,3950.0,0.35,2.16,1.54,50.32,0.06,3945.0,0.0,0.36,54.8,0.0,2.77,-0.93,-118.0,271462201
1.0,4.0,8265.0,700.0,982.0,0.0,1272.0,91.0,3125.0,0.0,0.0,-82.0,1000.0,3125.0,366.0,253.0,629.0,1865.0,1435.0,222.0,10.0,0.0,218.0,0.23,0.12,1.0,0.0,0.0,0.0,0.0,1349.0,1525.0,0.51,1.85,1.05,16.95,0.0,1865.0,0.12,0.28,128.35,0.0,0.0,0.0,218.0,271692101
0.0,5.0,19973.0,3393.0,11127.0,51.0,10.0,337.0,22166.0,0.0,0.0,83.0,103.0,22166.0,6669.0,43.0,4.0,8004.0,3970.0,12779.0,0.0,3.0,-8516.0,0.51,-1.06,1.0,1.0,0.0,0.0,0.0,-3266.0,-3084.0,1.27,0.76,0.76,-18.39,0.0,6935.0,-0.27,1.03,-121.06,2.1,0.95,-1.07,-983.0,271972201
0.0,4.0,8880.0,517.0,1555.0,60.0,3211.0,40.0,6942.0,283.0,1513.0,-290.0,525.0,6942.0,1135.0,492.0,2093.0,11640.0,10340.0,828.0,21.0,0.0,493.0,0.11,0.04,1.0,1.0,0.0,0.0,0.0,1433.0,1673.0,0.76,1.27,0.66,6.97,1.07,11640.0,0.04,0.59,712.05,0.0,0.0,0.0,493.0,274292101
1.0,5.0,17206.335868518705,2809.0,6192.0,0.0,3005.0,139.0,13619.0,792.0,0.0,-61.0,350.0,13619.0,1271.0,2494.0,1488.0,9094.0,5300.0,5366.0,68.0,0.0,-1504.0,0.42,-0.17,1.0,0.0,0.0,0.0,0.0,10298.0,10494.0,0.23,4.3,3.33,75.62,0.08,9094.0,-0.17,-0.21,-66.65,1.75,2.77,-1.19,-818.0,274722101
0.0,3.0,9396.0,2272.0,343.0,351.0,2483.0,229.0,6754.0,0.0,0.0,44.0,300.0,6754.0,854.0,163.0,869.0,1279.0,750.0,214.0,1.0,0.0,316.0,0.42,0.25,1.0,0.0,0.0,0.0,1.0,3503.0,3924.0,0.42,2.24,1.36,17.2,0.0,1279.0,0.25,0.09,110.75,0.16,5.07,9.17,354.0,276112101
1.0,4.0,5421.0,1708.0,1154.0,0.0,668.0,322.0,5523.0,740.0,0.0,4.0,1000.0,5523.0,1099.0,506.0,747.0,11109.0,9408.0,1271.0,15.0,0.0,445.0,0.16,0.04,1.0,0.0,0.0,0.0,0.0,1789.0,2117.0,0.61,1.53,1.33,6.7,0.34,11109.0,0.04,0.23,11.6,0.26,0.22,0.22,80.0,276252201
1.0,3.0,11443.0,612.0,269.0,0.0,1350.0,318.0,13988.0,3934.0,0.0,263.0,3000.0,13988.0,449.0,1924.0,29.0,37499.0,32455.0,3846.0,19.0,304.0,912.0,0.14,0.02,1.0,1.0,0.0,0.0,0.0,6312.0,7975.0,0.43,2.05,1.83,9.75,0.49,37499.0,0.02,0.12,7.64,0.13,-0.22,-0.07,-68.0,276672201
0.0,3.0,10947.0,1464.0,2584.0,0.0,4949.0,260.0,11801.0,1162.0,0.0,410.0,646.0,11801.0,649.0,1031.0,2104.0,25336.0,8410.0,14699.0,16.0,2.0,2337.0,0.67,0.09,1.0,0.0,0.0,0.0,0.0,6688.0,7046.0,0.4,2.41,1.37,27.07,0.17,25336.0,0.09,0.32,16.07,-0.09,0.5,0.42,689.0,276762102
0.0,4.0,6249.0,731.0,1286.0,36.0,633.0,1.0,3149.0,15.0,0.0,25.0,50.0,3149.0,261.0,32.0,0.0,11465.0,8515.0,1661.0,38.0,-1.0,1328.0,0.26,0.12,1.0,1.0,0.0,0.0,0.0,1837.0,2080.0,0.34,2.72,2.13,8.55,0.13,11465.0,0.12,0.93,12.37,1.73,0.09,3.81,1052.0,276892101
